category,client,Human,customer,software,Work,process,other,Management,sale,plan,system,record,change,Singapore,talent,company,recruitment,Photoshop,office,opportunity,knowledge,Responsibilities,cloud,code,Adobe,team,Java,visual,solution,target,Software,technical,good,web,game,year,design,Business,level,such,s,experience,strong,Excellent,technology,digital,work,material,content,service,information,@,strategy,candidate,understanding,industry,project,business,activity,Design,performance,Job,user,platform,Requirements,market,Development,graphic,asset,’,Salary,test,Experience,creative,creation,employee,Diploma,Good,HR,/,art,application,Computer,ability,Sales,environment,management,No,medium,initiative,duty,order,ByteDance,relationship,communication,need,new,job,Art,tool,product,Location,video,training,skill,requirement,account,EA,quality,role,matter,development,Strong,marketing,resume,data
arts,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,2,0,0,9,0,0,2,103,2,1,1,0,2,2,1,0,0,0,0,0,2,1,0,0,0,0,5,0,3,0,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0
software+engineer,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,0,1,0,89,1,0,0,0,0,8,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software+engineer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,7
arts,0,0,0,0,1,1,2,0,0,4,0,1,8,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,161,4,0,1,6,1,1,1,0,0,2,0,0,2,0,0,6,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,3,0,1,9,2,0,4,0,0,0,0,11,3,3,3,0,1,0,0,0,4,3,0,0,1,0,0,1,0,3,0,1,2
software+engineer,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,2,0,1,0,1,2,0,0,0,95,2,1,1,1,0,3,0,0,0,0,1,0,1,2,0,3,0,0,3,0,1,2,0,1,0,3,0,0,1,0,2,0,0,0,0,1,1,0,60,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2
sales,0,0,0,0,0,2,4,0,2,0,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,3,1,0,213,2,2,1,2,0,5,0,0,1,1,0,0,4,1,1,0,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,1,0,60,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,3,2,1,0,0,7,0,1,0,0,0,0
sales,0,0,2,0,0,0,1,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,121,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,4,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sales,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sales,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sales,0,0,4,0,0,2,1,0,3,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,79,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,50,0,0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
software+engineer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hr,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
hr,0,0,0,0,2,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,2,0,4,0,0,2,0,0,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,2,1,0,0,0,0,5,0,0,3,43,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,6,0,0,0,1,0,0,1,0,0,0,0,1,3,2,0,0,0,0
sales,2,0,3,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,2,0,0,1,0,96,3,2,1,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,31,3,0,0,0,4,0,1,0,0,0,0,0,0,2,1,0,2,3,0,0,3,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0
sales,5,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
software+engineer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
hr,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,0,3,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
software+engineer,0,0,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,3,0,0,0,2,2,0,1,3,0,1,6,157,2,0,0,0,0,6,0,0,2,0,0,0,0,2,1,1,1,0,0,0,3,0,2,1,0,0,0,0,0,0,4,10,0,0,0,1,4,0,44,1,3,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,4,0,2,1,0,0,0,2,2,0,0,0,0,0,4,0,0,0,1
sales,3,0,0,0,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,91,0,1,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,29,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0
hr,6,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,92,0,0,0,0,0,1,0,0,0,0,2,0,6,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,95,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,10,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,1,0
sales,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
hr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,40,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sales,0,0,8,0,0,1,0,0,5,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,2,0,1,0,154,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,55,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,3,0,0,5,0,0,1,2,0,2,0,1,0,0,0,1,3,0,0
software+engineer,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,45,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,34,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
sales,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1
hr,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,113,1,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,0,0,0,3,1,1,3,32,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0
sales,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
software+engineer,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,1,0,1,0,60,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,3,1,0,0,0,0,0,0,86,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hr,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
hr,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
arts,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,9,1,3,0,0,0,90,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,47,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,0,0,2,0,2,0,0,1,0,0,2,0,0,1,1,0,0,0
hr,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,3,98,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,33,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,3,0,1,3,0,0,0,2,0
sales,5,0,5,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,0,0,1,1,0,2,0,122,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,0,0,0,1,0,0,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,38,2,0,0,1,1,1,5,0,0,1,0,0,0,1,1,3,7,3,0,0,0,0,0,0,1,0,2,0,0,1,1,1,1,0,0,0
software+engineer,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,1,0,0,0,0,0,2,2,0,1,0,1,0,0,53,2,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,3,0,27,4,2,2,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sales,14,0,1,0,2,0,3,0,2,2,0,1,0,0,0,10,0,0,0,0,2,0,0,0,0,1,0,0,3,2,0,2,0,0,0,0,0,3,2,1,204,0,0,0,0,0,4,0,0,6,1,0,0,0,1,1,0,6,1,0,1,0,0,0,0,5,3,1,0,8,0,0,0,1,0,0,0,0,0,40,3,0,0,0,1,0,2,1,0,0,0,0,0,3,0,2,8,4,0,0,2,0,0,0,0,0,2,2,0,1,0,0,0,1,0,1
sales,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,2,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
sales,0,0,4,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,126,2,0,0,0,0,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,44,7,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,1,2,1,0,1,0,0,0,0,1,6,0,0
software+engineer,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,1,2,0,0,0,0,0,0,1,0,1,2,0,0,2,84,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,2,1,1,1,0,0,0,1,0,3,2,0,0,0,1,1,0,51,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arts,6,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,136,0,0,2,0,0,2,0,0,0,0,1,0,2,0,1,9,3,0,0,0,1,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,53,2,0,0,2,0,0,3,0,0,1,0,0,0,0,6,0,1,5,0,0,0,1,0,0,3,1,0,1,2,0,0,1,1,2,0,0
hr,0,1,0,0,0,1,1,0,0,0,1,0,2,2,0,0,0,0,0,1,1,1,0,0,0,4,0,0,0,1,0,0,0,0,0,2,1,1,1,0,97,3,0,0,0,0,6,0,0,6,0,1,0,1,0,1,0,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,1,1,2,0,0,0,0,0
arts,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,73,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sales,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,73,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,0,1,1,0,23,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
arts,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,2,1,0,0,0,0,71,1,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,6,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
hr,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,66,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2,0,0,0,3,0,1,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0
software+engineer,2,0,1,6,1,1,5,5,0,0,5,0,3,0,0,0,1,0,0,2,3,0,0,0,0,4,2,0,4,0,0,2,0,1,0,1,4,0,0,1,307,8,2,0,4,1,12,0,0,1,0,0,0,0,3,0,3,6,1,1,1,0,6,1,0,1,0,0,0,1,0,4,1,0,0,1,0,0,0,81,5,3,2,3,0,2,0,2,0,0,0,0,0,1,0,2,5,6,0,0,3,0,0,1,2,1,0,0,6,0,1,4,1,0,0,3
hr,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,156,1,0,1,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,105,2,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,10,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,2,0
sales,0,0,2,0,0,0,1,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,121,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,4,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
arts,3,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,2,0,0,9,0,0,2,103,2,1,1,0,2,2,1,0,0,0,0,0,2,1,0,0,0,0,5,0,3,0,0,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0
software+engineer,3,0,0,0,1,0,1,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,73,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
hr,0,1,0,0,2,2,3,1,0,0,0,0,0,2,0,3,3,0,3,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,117,1,0,0,1,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,1,0,0,1,1,0,0,7,0,0,4,34,2,0,0,1,0,0,4,0,0,1,0,0,0,0,1,1,3,5,0,1,0,0,0,2,1,0,0,0,0,2,2,0,2,0,0,0
sales,0,0,5,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,83,1,0,1,0,0,7,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
arts,6,0,0,0,0,0,1,0,0,0,1,0,0,2,1,1,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,136,0,0,2,0,0,2,0,0,0,0,1,0,2,0,1,9,3,0,0,0,1,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,53,2,0,0,2,0,0,3,0,0,1,0,0,0,0,6,0,1,5,0,0,0,1,0,0,3,1,0,1,2,0,0,1,1,2,0,0
software+engineer,0,0,0,0,3,1,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,2,0,4,2,0,2,0,0,3,0,2,0,2,1,2,1,2,126,4,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,1,0,0,0,0,1,2,2,0,1,0,0,0,0,4,1,0,0,0,0,0,0,80,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,2,0,0,0,1,0,0,1,1,0,0,2,1,0,0,1
arts,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,2,0,0,2,1,0,0,0,0,71,1,0,1,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,6,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
