category,client,Human,customer,software,Work,process,other,Management,sale,plan,system,record,change,Singapore,talent,company,recruitment,Photoshop,office,opportunity,knowledge,Responsibilities,cloud,code,Adobe,team,Java,visual,solution,target,Software,technical,good,web,game,year,design,Business,level,such,s,experience,strong,Excellent,technology,digital,work,material,content,service,information,@,strategy,candidate,understanding,industry,project,business,activity,Design,performance,Job,user,platform,Requirements,market,Development,graphic,asset,’,Salary,test,Experience,creative,creation,employee,Diploma,Good,HR,/,art,application,Computer,ability,Sales,environment,management,No,medium,initiative,duty,order,ByteDance,relationship,communication,need,new,job,Art,tool,product,Location,video,training,skill,requirement,account,EA,quality,role,matter,development,Strong,marketing,resume,data
sales,3,0,1,0,0,1,1,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,290,2,2,1,5,0,3,0,0,1,0,0,1,0,0,1,0,5,1,0,2,0,0,0,0,1,0,0,0,3,2,0,3,1,0,2,0,0,0,76,4,0,0,2,4,3,0,2,0,1,0,0,0,1,2,3,2,7,0,0,2,0,0,0,2,0,1,0,1,4,0,1,0,0,0,0
sales,0,0,3,2,1,2,1,0,13,3,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,9,0,0,3,7,0,0,0,0,0,6,0,0,1,1,346,4,1,0,0,2,7,0,0,0,0,0,0,1,1,0,3,6,0,0,6,0,0,0,0,1,0,0,0,16,0,0,1,0,1,3,0,0,0,59,4,1,0,3,3,0,3,1,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,1,1,0,3,0,2,3,0,0,0,0,0,0
hr,4,0,0,0,4,0,3,2,0,0,0,1,0,0,4,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,171,2,2,0,0,0,3,0,0,2,0,2,0,5,0,0,0,1,0,0,0,9,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,112,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,2,7,0,0,0,0,0,2,2,1,0,1,2,4,0,0,1,0,1,0
hr,0,2,0,0,0,0,1,2,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,122,3,0,1,0,0,3,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,0,0,2,0,1,0,92,0,0,0,0,0,2,5,2,0,2,0,1,0,0,2,1,0,10,0,0,0,1,0,0,1,1,0,1,0,2,0,4,0,0,2,0
sales,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,95,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,56,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
hr,0,3,0,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,115,1,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,6,37,2,3,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,4,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0
sales,4,0,3,0,0,1,1,1,5,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,132,3,0,0,0,0,1,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,52,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
software+engineer,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,61,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,65,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0
hr,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,59,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,34,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
hr,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,97,3,2,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,10,35,1,1,0,1,0,1,3,3,0,1,0,0,0,0,1,0,1,7,0,0,0,0,0,1,1,0,0,3,0,2,0,0,0,0,0,1
software+engineer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software+engineer,3,0,13,0,0,1,0,0,11,2,1,0,0,0,0,0,0,0,0,1,3,1,7,0,0,3,0,0,5,1,0,0,2,0,0,3,1,0,0,0,279,7,1,0,1,0,7,0,0,4,1,0,1,2,1,2,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,1,3,0,0,2,0,4,0,0,1,0,1,0,6,2,1,4,3,0,0,3,0,0,0,1,0,3,2,0,0,0,0,0,0,0,1
software+engineer,1,0,0,0,0,1,0,1,0,1,2,0,0,3,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,162,5,1,0,0,0,7,0,0,3,0,2,0,2,0,0,2,3,0,1,0,1,2,0,0,0,0,0,0,3,0,1,8,0,0,0,0,1,0,98,1,6,1,2,0,1,0,0,0,0,0,0,0,0,1,0,2,4,0,1,0,1,0,0,2,2,0,0,0,0,0,6,1,0,2,3
hr,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,25,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
arts,0,0,2,1,0,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,1,1,0,0,1,0,0,0,1,8,0,0,1,211,2,1,0,1,2,5,6,4,1,0,0,0,0,0,1,0,2,0,4,0,0,1,2,0,2,0,1,3,1,0,2,0,4,3,1,0,1,0,72,4,0,0,0,1,1,0,0,0,0,0,0,10,0,1,0,1,3,1,0,4,0,6,0,2,0,0,0,1,1,0,2,0,0,0,0
software+engineer,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,2,0,5,0,0,1,0,0,0,83,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,42,0,4,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,1,0,2
sales,0,0,3,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,65,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,21,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,3,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0
hr,0,1,0,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,5,33,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,3,0,0,0,0,0,2,0,1,0,1,0,0,2,1,0,0,0,1
hr,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,1,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,0,4,0,0,4,115,2,0,0,0,0,0,0,3,0,2,0,0,0,0,1,1,1,10,0,0,0,2,0,0,0,1,0,3,0,1,0,0,0,0,2,0
sales,2,0,1,0,0,1,0,0,9,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,3,5,0,0,0,1,0,0,0,0,2,2,0,0,0,2,0,1,3,2
arts,0,0,2,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,101,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48,1,0,0,3,0,1,1,0,0,0,0,2,0,0,1,0,0,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
software+engineer,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,2,0,0,0,2,2,0,0,5,74,3,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,36,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,2,0,0,0,2,0,0,0,0,0,0,2,1,0,0,2
sales,4,0,3,1,0,0,2,0,9,3,0,0,0,2,1,2,0,0,0,5,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,3,0,1,0,0,239,6,2,1,1,0,2,0,1,0,1,0,0,1,2,3,0,7,0,0,0,1,0,0,0,2,4,0,0,2,1,0,3,0,0,2,0,0,0,98,4,0,0,2,8,1,0,0,0,2,0,0,0,0,1,1,3,3,0,0,0,1,0,1,1,0,4,0,1,1,0,6,1,1,0,3
hr,0,0,0,2,2,1,2,0,0,0,0,5,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,145,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,1,1,0,0,0,2,1,0,5,98,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,4,0,0,0,1,0,3,0,0,0,1,0,3,0,0,0,0,1,1
arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,2,0,1,1,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
sales,2,0,0,0,1,1,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,0,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,23,2,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,3,4,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,0,1
arts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,99,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,2,0
sales,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1
sales,0,0,1,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,2,0,0,0,2,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
arts,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,1,0,0,2,1,0,4,2,0,0,2,0,96,0,1,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,1,0,0,1,0,44,11,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,5,3,0,2,0,0,0,1,1,0,0,2,0,0,2,1,0,0,0
software+engineer,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,45,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,1
sales,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
sales,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,0,0,0,1,0,0,0,69,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0
arts,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,3,0,0,8,0,0,1,69,1,0,1,0,2,4,1,0,0,0,1,0,0,0,0,0,0,0,5,0,1,3,1,1,1,0,4,0,0,1,1,0,1,0,0,1,0,0,36,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
arts,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,44,0,0,0,0,1,0,1,1,0,0,1,0,1,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
arts,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,4,0,0,0,74,1,0,2,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,1,2,2,0,0,0,0
software+engineer,0,0,0,7,0,0,2,0,0,0,5,0,0,2,0,0,0,0,0,0,0,1,0,3,0,4,1,0,1,0,3,1,0,1,0,0,1,0,0,0,158,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,1,3,0,4,1,0,0,0,0,0,0,39,3,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,0,4,0,1,0,0,0,1,1,2,0,0,0,1,0,5,0,0,0,0
sales,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31,2,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
sales,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,2,0,96,2,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hr,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,64,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,4,0,0,4,39,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0
sales,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,96,2,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,0,0,1,1,0,3,0,0,0,0,6,0,0,2,0,0,3,0,0,1,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0
arts,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,68,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,58,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hr,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,102,3,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,3,0,1,2,0,0,0,2,0
arts,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,0,0,1,61,1,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,2,0,0,1,0,1,1,0,0,1,1,0,27,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0
sales,2,1,0,0,0,1,0,2,0,2,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,122,1,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,1,1,0,0,0,0,1,0,2,129,1,0,0,0,1,0,1,2,0,0,0,0,0,1,1,1,0,10,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,2,0
arts,0,0,0,0,1,1,2,0,0,4,0,1,8,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,161,4,0,1,6,1,1,1,0,0,2,0,0,2,0,0,6,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,3,0,1,9,2,0,4,0,0,0,0,11,3,3,3,0,1,0,0,0,4,3,0,0,1,0,0,1,0,3,0,1,2
sales,2,0,3,0,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,96,1,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,42,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
software+engineer,0,0,0,0,0,1,0,0,0,0,9,0,0,2,0,0,0,0,1,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,178,2,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,28,2,1,1,5,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,1,0,2,0,0,0,1,0,0,3,0,0,0,2
software+engineer,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,0,140,3,0,0,0,0,1,0,0,2,0,0,0,0,2,1,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,29,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,2,0,0,1,0,0,3,0,0,0,2
arts,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,99,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,2,0,1,0,2,0,0,0,0,2,0
hr,0,4,0,0,3,2,5,1,0,5,0,0,2,4,1,1,1,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,3,1,0,201,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,2,0,0,1,0,0,3,0,0,12,40,7,0,0,1,0,1,3,0,0,6,0,0,0,0,1,0,2,4,0,0,1,0,0,0,1,0,0,0,0,1,1,2,1,0,0,1
software+engineer,1,0,1,0,0,1,0,0,0,2,3,0,0,2,0,2,1,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,1,113,1,1,0,2,0,8,0,0,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,39,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,2
hr,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,143,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,2,0,1,8,59,4,1,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,10,0,0,0,0,0,4,1,0,0,0,0,2,2,2,0,0,0,0
software+engineer,1,0,1,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,4,1,1,0,0,0,1,0,0,0,1,0,1,0,68,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,2,0,0,0,0,0,2,0,1,0,2
software+engineer,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
software+engineer,0,0,2,1,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,3,2,0,4,0,2,5,0,1,0,1,3,0,1,1,158,5,1,0,0,1,6,0,0,1,1,0,0,1,0,0,3,3,0,4,1,0,1,2,0,0,0,0,0,3,0,1,1,0,0,2,0,2,1,61,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,4,0,2,0,1,0,0,2,0,0,0,1,0,0,4,1,0,0,13
arts,0,0,0,0,1,1,2,0,0,4,0,1,8,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,161,4,0,1,6,1,1,1,0,0,2,0,0,2,0,0,6,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,3,0,1,9,2,0,4,0,0,0,0,11,3,3,3,0,1,0,0,0,4,3,0,0,1,0,0,1,0,3,0,1,2
